news_outlet,provenance,query_keywords,creation_date,last_modified,crawl_date,author_person,author_organization,news_keywords,content_title,content_description,content_body
ntv,https://www.n-tv.de/panorama/Berliner-Justiz-stellt-Ermittlungen-im-Fall-Kellermayr-ein-article23860125.html,"ns, us, schi, ss, leiche, sp, corona",20.01.2023,20.01.2023,20.10.2024,,"ntv.de, uzh/AFP","International, Corona-Impfung, Corona-Maßnahmen, Corona-Krise, Österreich, Ärzte, Gesundheitssystem, Impfung, Berlin, Verschwörungstheorien, Hasskommentare",Berliner Justiz stellt Ermittlungen im Fall Kellermayr ein,Der Suizid von Lisa-Marie Kellermayr im Juli 2022 sorgt für Bestürzung in Österreich. Die Ärztin wurde monatelang bedroht und fühlte sich dem Hass von Impfgegnern ausgesetzt. Unter anderem zwei Berliner sollen der Medizinerin Hassmails gesandt haben. Die Ermittlungen gegen sie werden nun aber eingestellt.  ,
ntv,https://www.n-tv.de/politik/General-Armageddon-Putins-neuer-Befehlshaber-im-Ukraine-Krieg-soll-brutal-und-ruecksichtslos-sein-article23640243.html,"ns, us, syrien, amerika, politik, schi, ukraine, ss, demo, sp, krieg",12.10.2022,12.10.2022,20.10.2024,Marc Dimpfel,ntv.de,"Politik, Russland, Angriff auf die Ukraine, Ukraine, Kriege und Konflikte, Militär","""General Armageddon"" soll Kriegswende bringen",Russland ernennt Sergej Surowikin zum obersten Kommandeur im Ukraine-Krieg. Der General gilt als brutaler und rücksichtsloser Hardliner. Das zeigt auch sein militärisches Vorgehen in Tschetschenien und Syrien.,
ntv,https://www.n-tv.de/politik/Nordkorea-attackiert-Biden-Regierung-scharf-article22527562.html,"ns, us, amerika, politik, regierung, usa, ss, demo, sp",02.05.2021,10.05.2021,20.10.2024,,"ntv.de, mbo/rts","Politik, Nordkorea, USA, Joe Biden, Kim Jong Un, Donald Trump",Nordkorea attackiert Biden-Regierung scharf,"Das Team von US-Präsident Biden hat seine Überprüfung der amerikanischen Nordkorea-Politik abgeschlossen. Das Ergebnis gefällt der Führung in Pjöngjang gar nicht. Sie glaubt, die USA bereiteten sich auf einen ""totalen Showdown"" vor, und will entsprechend reagieren. ",
ntv,https://www.n-tv.de/politik/Einigen-ist-nicht-klar-welchen-Preis-man-bezahlt-article23180539.html,"ns, us, europa, politik, regierung, usa, ukraine, ss, sp, krieg, robert habeck",08.03.2022,09.03.2022,20.10.2024,,"ntv.de, psc","Politik, Russland, Ukraine, Robert Habeck, Angriff auf die Ukraine, Energiepolitik, EU und Russland, Sanktionen, Gas, Benzinpreis, Diesel, ntv Frühstart","""Einigen ist nicht klar, welchen Preis man bezahlt""","Bundeswirtschaftsminister Habeck hält einen Stopp russischer Gasimporte für keine gute Idee. ""Man kann das natürlich tun, aber man muss sich klarmachen, welchen Preis man bezahlt."" In einem solchen Szenario drohe eine schwere Wirtschaftskrise in Deutschland und damit in Europa.",
ntv,https://www.n-tv.de/politik/Belgien-verschiebt-Atomausstieg-um-zehn-Jahre-article23207839.html,"ns, us, europa, politik, energiewende, regierung, schi, ukraine, ss, sp, krieg, klima, fossile brennstoffe, markus söder, erneuerbare energien, robert habeck",18.03.2022,18.03.2022,20.10.2024,,"ntv.de, mau/dpa","Politik, Atomkraft, Atomkraftwerke, Belgien",Belgien verschiebt Atomausstieg um zehn Jahre,Zwei belgische Atomkraftwerke sollen zehn Jahre länger laufen als geplant. Mängel sorgten in der Vergangenheit für Besorgnis  - auch in Deutschland. Die belgische Regierung begründet den Beschluss mit dem Ukraine-Krieg und den hohen Energiepreisen. ,
ntv,https://www.n-tv.de/wirtschaft/EnBW-will-kein-neues-russisches-Gas-mit-Putin-im-Amt-article23218939.html,"ns, us, rna, ukraine, ss, elektromobilität, sp, krieg",23.03.2022,23.03.2022,20.10.2024,,"ntv.de, jwu/rts","Wirtschaft, EnBW, Angriff auf die Ukraine, Wladimir Putin, Russland, Quartalszahlen, Energieversorger, Energieunternehmen",EnBW will kein neues russisches Gas mit Putin im Amt,"Der Versorger EnBW hat derzeit zwei Gas-Lieferverträge mit Russland abgeschlossen. Und dabei soll es auch bleiben, solange Präsident Putin im Kreml sitzt. Das Unternehmen sondiert bereits neue Bezugsquellen. Auch Steinkohle soll künftig andernorts beschafft werden.",
ntv,https://www.n-tv.de/politik/Prigoschin-prahlt-mit-seiner-Soeldner-Truppe-article23845754.html,"ns, us, schi, ukraine, ss, rki, sp",15.01.2023,15.01.2023,20.10.2024,,"ntv.de, ghö/AFP","Politik, Angriff auf die Ukraine, Ukraine, Russland, Jewgeni Prigoschin, Militär",Prigoschin prahlt mit seiner Söldner-Truppe,"Der Chef der Wagner-Gruppe versucht sich offenbar gegenüber der russischen Armee in Stellung zu bringen. Nun lobt Prigoschin seine erfahrenen Männer, die alle Ziele erfüllten. Und er nennt noch eine erstaunliche Eigenschaft, die seine Kämpfer auszeichnen soll:  ""Die Wagner-Gruppe hört jedem zu.""",
ntv,https://www.n-tv.de/politik/Ukraine-sitzt-auf-Millionen-Tonnen-Getreide-und-Olsaaten-article23384122.html,"ns, us, europa, terror, politik, ukraine, ss, inflation, sp, krieg",08.06.2022,09.06.2022,20.10.2024,,"ntv.de, mbu/dpa","Politik, Lebensmittel, Getreide, Angriff auf die Ukraine, Ursula von der Leyen, Charles Michel",Ukraine sitzt auf Millionen Tonnen Getreide und Ölsaaten,"Trotz des Kriegs kann die Ukraine einen Großteil ihrer Felder bestellen. Der Export von über 23 Millionen Tonnen Getreide und Ölsaaten wird aber durch Russland blockiert. EU-Kommissionspräsidentin von der Leyen wirft dem Kreml deshalb vor, Lebensmittel zum Teil seines ""Terrorarsenals"" zu machen.",
ntv,https://www.n-tv.de/politik/300-Euro-Energiepreispauschale-und-billiger-tanken-article23220693.html,"ns, us, klimaschutz, familie, regierung, schi, ukraine, spd, christ, ss, linke, sp, fdp, krieg, klima, christian lindner, markus söder, erneuerbare energien, robert habeck",24.03.2022,28.03.2022,20.10.2024,,hek/dpa,"Politik, Ukraine, Angriff auf die Ukraine, Ukraine-Konflikt, Energieversorgung, Energiewirtschaft, Christian Lindner, Ampelkoalition, Tanken, Kraftstoffe, Nahverkehr",300 Euro Energiepreispauschale und billiger tanken,"Entlastungen für Autofahrer, Familien, günstigere Tickets für Busse und Bahnen - das sind die Kernpunkte des neuen Maßnahmenpakets der Koalition angesichts der gestiegenen Preise. Das zweite Energieentlastungspaket soll ein ähnliches Volumen wie das erste vor vier Wochen haben. Rentner gehen zum Teil leer aus. ",
ntv,https://www.n-tv.de/sport/fussball/Eintracht-schenkt-Hertha-mit-zwei-Riesenpatzern-den-Sieg-article25300896.html,"ns, sp, ss, us",18.10.2024,19.10.2024,20.10.2024,,"ntv.de, ara/sid","Fußball, 2. Fußball-Bundesliga, Fußball, Eintracht Braunschweig, Hertha BSC, 1.FC Köln, SV Darmstadt 98",Eintracht schenkt Hertha mit zwei Riesenpatzern den Sieg,"Der 9. Spieltag der 2. Fußball-Bundesliga beginnt torreich: Der 1. FC Köln verbockt die Partie bei Darmstadt 98 vollkommen. Eintracht Braunschweig startet bei Hertha BSC gut, schenkt dem Gegner dann aber zwei Elfmeter und kassiert Rot. So jubeln die Hauptstädter.",
ntv,https://www.n-tv.de/wirtschaft/Habeck-setzt-noch-zwei-Jahre-auf-russisches-Gas-article23223337.html,"ns, us, schi, ss, sp, robert habeck",25.03.2022,25.03.2022,20.10.2024,,"ntv.de, chr/AFP/rts","Wirtschaft, Bundeswirtschaftsministerium, Energiewirtschaft, Rohstoff Öl, Gas, Russland, Kohleindustrie",Habeck setzt noch zwei Jahre auf russisches Gas,"Deutschland bezieht einen Großteil seiner Energie aus Russland. Vor allem bei Gas ist die Bundesrepublik abhängig, erschließt nach Angaben von Wirtschaftsminister Habeck aber allmählich Alternativen. Bei Öl und Kohle könnte der Abschied aus der Abhängigkeit schon in wenigen Monaten vollzogen sein.",
ntv,https://www.n-tv.de/wirtschaft/Leopoldina-Boykott-von-russischem-Gas-handhabbar-article23181361.html,"ns, us, ss, kohleausstieg, sp, eu green deal, erneuerbare energien, europäische union",08.03.2022,08.03.2022,20.10.2024,,"ntv.de, mbe/AFP","Wirtschaft, Gas, Russland","Leopoldina: Boykott von russischem Gas ""handhabbar""","Der Konflikt mit Russland sorgt für Verunsicherung auch für die deutsche Volkswirtschaft. Wäre ein kurzfristiger Lieferstopp von russischem Gas verkraftbar? Ja, meint die Nationale Akademie der Wissenschaften Leopoldina. Und zwar auch ohne ein Abrücken vom Kohleausstieg bis 2030.",
ntv,https://www.n-tv.de/politik/Soeder-und-Kurz-gegen-Grenzschliessungen-article22089817.html,"ns, grenzen, us, regierung, ss, pandemie, sp, lockdown, corona, sebastian kurz, markus söder",09.10.2020,09.10.2020,20.10.2024,,"ntv.de, mli/dpa","Politik, Markus Söder, Sebastian Kurz, Grenzschließungen, Corona-Krise, Pandemien, Österreich",Söder und Kurz gegen Grenzschließungen,Die Zahl der Corona-Infektionen steigt sowohl in Deutschland als auch in Österreich wieder an - teils auf Rekordstände. Bayerns Ministerpräsident Söder und Österreichs Kanzler Kurz wollen Grenzschließungen dennoch vermeiden - vor allem mit Blick auf die Wirtschaft.,
ntv,https://www.n-tv.de/wirtschaft/Diess-haelt-an-Fabrik-in-Uiguren-Region-fest-article23363855.html,"ns, us, schi, usa, muslimisch, muslim, ss, sp, lockdown, corona",30.05.2022,30.05.2022,20.10.2024,,"ntv.de, jki/rts","Wirtschaft, Volkswagen, China, Muslime",Diess hält an Fabrik in Uiguren-Region fest,"Volkswagen steht immer wieder in der Kritik, weil der Autohersteller eine Fabrik in der Provinz Xinjiang betreibt. Für Chef Diess sind die Menschenrechtsverletzungen in der Region an der muslimischen Minderheit auch nach neuesten Enthüllungen allerdings kein Grund, diese Entscheidung zu hinterfragen.",
ntv,https://www.n-tv.de/politik/Moderne-Ritterin-Baerbock-bekommt-wohl-wichtigsten-Karnevalsorden-article23893788.html,"ns, us, sp, politik, schi, spd, ss, cdu, spo, fdp, bundestagswahl, annalena baerbock, armin laschet, friedrich merz",06.02.2023,06.02.2023,20.10.2024,,"ntv.de, ino/dpa","Politik, Karneval, Annalena Baerbock, Marie-Agnes Strack-Zimmermann, Lars Klingbeil",Baerbock bekommt Orden wider den tierischen Ernst,"Als ""moderne Ritterin im besten Sinne"" bekommt Annalena Baerbock den wohl wichtigsten Karnevalsorden in Deutschland verliehen und räumt ein: Es sei gar nicht so einfach, in diesen Zeiten den Humor zu behalten. Unter der Prominenz im Publikum sitzt im Vampirumhang auch Marie-Agnes Strack-Zimmermann.",
ntv,https://www.n-tv.de/politik/Elon-Musk-provoziert-mahnende-EU-Kommission-article24455738.html,"ns, us, terror, sp, politik, regierung, usa, hamas, ss, israel, spo",11.10.2023,11.10.2023,20.10.2024,,"ntv.de, ter/dpa","Politik, Israel-Krieg, Israel, X (früher Twitter), Elon Musk",Elon Musk provoziert mahnende EU-Kommission,"Auf dem Kurznachrichtendienst X werden terroristische Inhalte rund um den Angriff der Hamas auf Israel verbreitet, darunter befindet sich auch mutmaßlich manipuliertes Material. Die EU mahnt Elon Musk an, geltendes EU-Recht auf seiner Plattform schnellstmöglich durchzusetzen. Der reagiert ablehnend.",
ntv,https://www.n-tv.de/sport/fussball/Die-komplizierte-Lage-bei-Pro-Palaestina-Posts-article24478337.html,"europa, terror, asien, cdu, spo, ns, us, nahost, politik, schi, hamas, islamisch, ss, israel, grenzen, rassismus, familie, sp, krieg",21.10.2023,25.10.2023,20.10.2024,Sebastian Schneider,ntv.de,"Fußball, Israel-Krieg, FC Bayern München, Israel, Palästina, 1.FSV Mainz 05, Borussia Dortmund",Die komplizierte Lage bei Pro-Palästina-Posts,"Gleich mehrere Fußball-Profis drücken in den vergangenen Tagen ihre Solidarität mit der palästinensischen Bevölkerung aus - erwähnen jedoch den Terror der Hamas in Israel mit keinem Wort. Wie ihre Klubs nach einer Position suchen, zeigt sich am Fall Mazraoui und dem FC Bayern.",
ntv,https://www.n-tv.de/panorama/Razzia-in-Bayern-nach-Tod-von-Arztin-Kellermayr-article23509289.html,"ns, schi, us, ss",05.08.2022,05.08.2022,20.10.2024,,"ntv.de, fzö/AFP/dpa","International, Razzia, Selbstmord, Österreich, Staatsanwaltschaft, Corona-Impfung, Corona-Maßnahmen",Razzia in Bayern nach Tod von Ärztin Kellermayr,"Er wollte die österreichische Ärztin Kellermayr vor ein ""Volkstribunal"" bringen, jetzt wird gegen einen 59-jährigen Mann aus Bayern ermittelt. Er soll der inzwischen verstorbenen Medizinerin massiv gedroht haben. Die Staatsanwaltschaft München lässt Datenträger bei ihm sicherstellen.",
ntv,https://www.n-tv.de/panorama/Von-Impfgegnern-bedroht-von-Behoerden-ignoriert-article23500059.html,"ns, us, terror, regierung, schi, usa, asien, ss, demo, pandemie, sp, corona",01.08.2022,02.08.2022,20.10.2024,Lukas Wessling,ntv.de,"International, Österreich, Corona-Impfung, Selbstmord",Von Impfgegnern bedroht - von Behörden ignoriert,"Eine österreichische Impfärztin begeht Suizid, nachdem sie monatelang Morddrohungen bekommt. Polizei und Ärzteschaft nehmen ihre Ängste nicht lange ernst und werfen der Medizinerin vor, in die Öffentlichkeit zu drängen.",
ntv,https://www.n-tv.de/wirtschaft/Russland-droht-mit-Gas-Lieferstopp-durch-Nord-Stream-1-article23179888.html,"ns, us, europa, politik, regierung, schi, usa, ukraine, ss, sp, krieg",07.03.2022,08.03.2022,20.10.2024,,"ntv.de, mli/dpa","Wirtschaft, Erdgas, Nordstream, Russland, Energiepolitik, Angriff auf die Ukraine, Sanktionen",Russland droht mit Gas-Lieferstopp durch Nord Stream 1,"Erstmals droht Russland öffentlich mit einem Lieferstopp von Erdgas. Konkret geht es um Lieferungen durch die Pipeline Nord Stream 1. ""Wir haben das volle Recht (...), ein Embargo zu erlassen auf die Durchleitung des Gases durch die Pipeline Nord Stream 1"", sagt Vize- Regierungschef Nowak.",
ntv,https://www.n-tv.de/politik/Ukraine-Krieg-Kaempfen-Nordkoreas-Soldaten-fuer-Russland-article25276239.html,"ns, us, regierung, ukraine, ss, demo, krieg",08.10.2024,08.10.2024,20.10.2024,,"ntv.de, rog/AFP/dpa","Politik, Angriff auf die Ukraine, Kriege und Konflikte",Südkorea: Nordkorea wird Truppen in die Ukraine schicken,Bei einem Raketenangriff in der Ukraine sollen laut Medienberichten mehrere nordkoreanische Offiziere getötet worden sein. Südkorea nimmt Bezug auf die Attacke und spricht von einem möglichen Einsatz von Pjöngjangs Truppen an der Seite Russlands.,
ntv,https://www.n-tv.de/wirtschaft/Deutschland-stromt-wieder-bevorzugt-mit-Kohle-article23202745.html,"ns, us, ukraine, ss, windkraft, frankreich, sp, corona",17.03.2022,17.03.2022,20.10.2024,,"ntv.de, chr/AFP","Wirtschaft, Erneuerbare Energien, Energiewirtschaft, Strompreis, Kohleindustrie, Kohlekraftwerke",Deutschland stromt wieder bevorzugt mit Kohle,"Deutschland schaltet bei der Energiewende in den Rückwärtsgang. Im vergangenen Jahr sinkt der Anteil von Windkraft, Fotovoltaik und Biogas an der Energiebilanz. Neuer Spitzenreiter bei der Stromerzeugung ist die gute alte Kohle.",
ntv,https://www.n-tv.de/wirtschaft/Russland-will-fuer-Gaslieferungen-nur-noch-Rubel-article23218593.html,"ns, us, rna, regierung, usa, ukraine, ss, sp",23.03.2022,23.03.2022,20.10.2024,,"ntv.de, hul/dpa","Wirtschaft, Angriff auf die Ukraine, Russland, Erdgas, Rubel, Euro, US-Dollar, Devisen, Sanktionen",Russland will für Gaslieferungen nur noch Rubel,Die russische Währung steht stark unter Druck. Als Teil der Sanktionen sind zudem Vermögenswerte im Ausland eingefroren. Präsident Putin kündigt darauf nun eine Reaktion an: Erdgas werde nur noch gegen Rubel fließen. Ein Gasembargo wird damit wohl wahrscheinlicher.,
ntv,https://www.n-tv.de/politik/Wagner-und-Kadyrowzy-sollen-in-die-Schranken-gewiesen-werden-article23844519.html,"ns, us, syrien, sp, politik, schi, usa, ukraine, muslimisch, muslim, ss, afrika, spo, krieg",14.01.2023,14.01.2023,20.10.2024,,ntv.de,"Politik, Interviews, Ukraine, Russland, Angriff auf die Ukraine, Wladimir Putin, Sergej Schoigu","""Wagner und Kadyrowzy sollen in die Schranken gewiesen werden""","Die Absetzung des Oberkommandierenden der russischen Invasionstruppen in der Ukraine, General Surowikin, ist vor dem Hintergrund eines Machtkampfes um Finanzmittel, Status und Prestige zu verstehen, sagt Russland-Expertin Margarete Klein im Interview mit ntv.de.",
ntv,https://www.n-tv.de/politik/Moskau-gibt-wohl-blockiertes-Getreide-frei-article23379975.html,"ns, us, sp, regierung, schi, ukraine, afrika, ss, rki, spo, krieg",06.06.2022,06.06.2022,20.10.2024,,"ntv.de, chl/dpa","Politik, Russland, Wladimir Putin, Angriff auf die Ukraine, Ukraine, Hungerkatastrophen",Moskau gibt wohl blockiertes Getreide frei,Russland blockiert ukrainische Häfen und schürt damit Ängste vor einer Hungersnot. Für Odessa einigen sich beide Seiten laut einem Medienbericht nun auf die Ausfuhr von Getreide. Türkische Militärs sollen die Schiffe in neutrale Gewässer begleiten. Später kommen russische Kriegsschiffe ins Spiel.,
ntv,https://www.n-tv.de/politik/UN-warnen-vor-Hungerkatastrophe-in-Ostafrika-article23382785.html,"ns, us, rna, familie, schi, usa, ukraine, afrika, ss, krieg",07.06.2022,07.06.2022,20.10.2024,,"ntv.de, mbu/dpa","Politik, Somalia, Äthiopien, Dschibuti, Eritrea, Kenia, Hungerkatastrophen, Unicef, FAO",UN warnen vor Hungerkatastrophe in Ostafrika,"Dürreperioden und blockierte Weizenexporte aus der Ukraine führen in Ostafrika zu einer Lebensmittelknappheit. Dort seien derzeit Zehntausende Kinder vom Hungertod bedroht, warnen UN-Organisationen. Besonders in Somalia sei die Lage ernst: Dort könnten 45 Prozent der Einwohner ihre Familien nicht ernähren.",
ntv,https://www.n-tv.de/wirtschaft/Energieabhaengigkeit-von-Russland-nimmt-ab-article23223034.html,"ns, us, regierung, schi, ss, sp, robert habeck",25.03.2022,25.03.2022,20.10.2024,,"ntv.de, cls/rts","Wirtschaft, Gas, Gaspreis, Bundeswirtschaftsministerium, Energiewirtschaft, Energieversorger, Energieversorgung, Kohlekraftwerke, Russland, Angriff auf die Ukraine",Energieabhängigkeit von Russland nimmt ab,"Seit dem Einmarsch Russlands in der Ukraine versucht die deutsche Regierung, so schnell wie möglich von russischen Energieimporten wegzukommen. Einem Bericht zufolge macht Deutschland bereits Fortschritte - sogar die russischen Gasimporte werden rasch reduziert.",
ntv,https://www.n-tv.de/wirtschaft/Deutschlands-Alternativen-zu-russischem-Gas-article23221621.html,"ns, us, sp, rna, schi, usa, ukraine, afrika, ss, demo, pandemie, spo, krieg, corona, annalena baerbock, erneuerbare energien, robert habeck",24.03.2022,29.02.2024,20.10.2024,Christina Lohner,ntv.de,"Wirtschaft, Robert Habeck, Angriff auf die Ukraine, Fracking, Gas, Katar, Sanktionen, Energieversorgung, Energiepolitik",Deutschlands Alternativen zu russischem Gas,Noch in diesem Jahr will Deutschland unabhängig von Öl und Kohle aus Russland werden. Beim Gas lässt sich der Bedarf nur mittelfristig aus anderen Quellen decken. Dabei hat Habeck die Wahl zwischen Menschenrechtsverstößen und Fracking - und muss sich mit langfristigen Verträgen daran binden.,
